origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
GDL,DFW,205.218,-103.311,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
HMO,PHX,290.959,-111.048,334.343,-112.012
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
CUU,DFW,287.029,-105.965,328.968,-97.038
TRC,DFW,255.683,-103.411,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
PVR,DFW,206.801,-105.254,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
QRO,DFW,206.173,-100.186,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
AGU,DFW,217.056,-102.318,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
BJX,DFW,209.935,-101.481,328.968,-97.038
BJX,DFW,209.935,-101.481,328.968,-97.038
BJX,DFW,209.935,-101.481,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
MTY,DFW,257.785,-100.107,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
PBC,DFW,191.581,-983.714,328.968,-97.038
MTY,MIA,257.785,-100.107,257.932,-802.906
MTY,MIA,257.785,-100.107,257.932,-802.906
MTY,MIA,257.785,-100.107,257.932,-802.906
MEX,PHX,194.363,-990.721,334.343,-112.012
MID,MIA,20.937,-896.577,257.932,-802.906
MID,MIA,20.937,-896.577,257.932,-802.906
MTY,MIA,257.785,-100.107,257.932,-802.906
MTY,MIA,257.785,-100.107,257.932,-802.906
MTY,MIA,257.785,-100.107,257.932,-802.906
MTY,MIA,257.785,-100.107,257.932,-802.906
MTY,MIA,257.785,-100.107,257.932,-802.906
MTY,MIA,257.785,-100.107,257.932,-802.906
MEX,PHL,194.363,-990.721,398.719,-752.411
MEX,PHL,194.363,-990.721,398.719,-752.411
MEX,PHL,194.363,-990.721,398.719,-752.411
MEX,PHL,194.363,-990.721,398.719,-752.411
MEX,PHL,194.363,-990.721,398.719,-752.411
MEX,PHL,194.363,-990.721,398.719,-752.411
MEX,PHL,194.363,-990.721,398.719,-752.411
MEX,PHL,194.363,-990.721,398.719,-752.411
MEX,PHX,194.363,-990.721,334.343,-112.012
MEX,PHX,194.363,-990.721,334.343,-112.012
MEX,PHX,194.363,-990.721,334.343,-112.012
MEX,PHX,194.363,-990.721,334.343,-112.012
MEX,PHX,194.363,-990.721,334.343,-112.012
MEX,PHX,194.363,-990.721,334.343,-112.012
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
SLP,DFW,222.543,-100.931,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,PHX,205.218,-103.311,334.343,-112.012
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
MEX,CLT,194.363,-990.721,35.214,-809.431
CUN,CLT,210.365,-868.771,35.214,-809.431
CUN,CLT,210.365,-868.771,35.214,-809.431
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
MEX,YYZ,194.363,-990.721,436.772,-796.306
GDL,IAH,205.218,-103.311,299.844,-953.414
MEX,YVR,194.363,-990.721,491.939,-123.184
MEX,YVR,194.363,-990.721,491.939,-123.184
MEX,YVR,194.363,-990.721,491.939,-123.184
MEX,YVR,194.363,-990.721,491.939,-123.184
MEX,YVR,194.363,-990.721,491.939,-123.184
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,GDL,194.363,-990.721,205.218,-103.311
MEX,GDL,194.363,-990.721,205.218,-103.311
CJS,MEX,316.361,-106.429,194.363,-990.721
CJS,MEX,316.361,-106.429,194.363,-990.721
MEX,PVR,194.363,-990.721,206.801,-105.254
MEX,PVR,194.363,-990.721,206.801,-105.254
MEX,GDL,194.363,-990.721,205.218,-103.311
MEX,GDL,194.363,-990.721,205.218,-103.311
MEX,GDL,194.363,-990.721,205.218,-103.311
MEX,GDL,194.363,-990.721,205.218,-103.311
PVR,MEX,206.801,-105.254,194.363,-990.721
PVR,MEX,206.801,-105.254,194.363,-990.721
MEX,ZCL,194.363,-990.721,228.971,-102.687
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
MEX,CDG,194.363,-990.721,490.128,2.55
GDL,MEX,205.218,-103.311,194.363,-990.721
GDL,MEX,205.218,-103.311,194.363,-990.721
GDL,MEX,205.218,-103.311,194.363,-990.721
MEX,CJS,194.363,-990.721,316.361,-106.429
MEX,CJS,194.363,-990.721,316.361,-106.429
MEX,AMS,194.363,-990.721,523.086,476.389
MEX,AMS,194.363,-990.721,523.086,476.389
MEX,AMS,194.363,-990.721,523.086,476.389
MEX,AMS,194.363,-990.721,523.086,476.389
MEX,AMS,194.363,-990.721,523.086,476.389
MEX,AMS,194.363,-990.721,523.086,476.389
MEX,AMS,194.363,-990.721,523.086,476.389
MEX,ATL,194.363,-990.721,336.367,-844.281
MEX,ATL,194.363,-990.721,336.367,-844.281
MEX,CEN,194.363,-990.721,273.926,-109.833
MEX,CEN,194.363,-990.721,273.926,-109.833
MEX,CEN,194.363,-990.721,273.926,-109.833
MEX,CEN,194.363,-990.721,273.926,-109.833
ZCL,MEX,228.971,-102.687,194.363,-990.721
MEX,MAD,194.363,-990.721,404.719,-356.264
MEX,MAD,194.363,-990.721,404.719,-356.264
MEX,MAD,194.363,-990.721,404.719,-356.264
